lat	created_on	lon	category	name	id	geolocation_degrees
42.2496766	1417879292	-73.648821	"shopping"	"Ahari Press"	5193	"73°38'55.76\"W, 42°14'58.84\"N"
40.8855539	1417298544	-72.9878398	"default"	"Aplash Inc."	5164	"72°59'16.22\"W, 40°53'7.99\"N"
44.0457169	1417899364	-92.4704477	"default"	"Advanced Video Tactics"	5195	"92°28'13.61\"W, 44°2'44.58\"N"
43.0639717	1418065172	-87.9039991	"default"	"Milwaukee Urban Acupuncture"	5201	"87°54'14.4\"W, 43°3'50.3\"N"
27.7709465	1418222671	-82.6501257	"shopping"	"Plain Jane"	5210	"82°39'0.45\"W, 27°46'15.41\"N"
27.770894	1418222671	-82.651621	"default"	"Furnish Me Vintage"	5211	"82°39'5.84\"W, 27°46'15.22\"N"
27.7712884	1418222671	-82.6540972	"default"	"Articles"	5212	"82°39'14.75\"W, 27°46'16.64\"N"
27.7712144	1418223301	-82.6803488	"food"	"Smiley's Deli"	5213	"82°40'49.26\"W, 27°46'16.37\"N"
27.7411321	1418224862	-82.7512587	"food"	"The Frog Pond"	5214	"82°45'4.53\"W, 27°44'28.08\"N"
27.7713277	1418226429	-82.647075	"default"	"Now and Then"	5215	"82°38'49.47\"W, 27°46'16.78\"N"
27.7739851	1418228691	-82.6338217	"shopping"	"Josie's Boutique"	5216	"82°38'1.76\"W, 27°46'26.35\"N"
27.771263	1418229041	-82.6737222	"cafe"	"Craftsman House"	5217	"82°40'25.4\"W, 27°46'16.55\"N"
40.046273	1426900708	-76.2967781	"food"	"Four54 Grill"	5224	"76°17'48.4\"W, 40°2'46.58\"N"
38.7734874	1418339468	-121.2699012	"atm"	"Bitcoin ATM"	5226	"121°16'11.64\"W, 38°46'24.55\"N"
37.3256822	1418339953	-121.944349	"atm"	"Bitcoin ATM"	5227	"121°56'39.66\"W, 37°19'32.46\"N"
39.107842	1418496914	-94.5842685	"default"	"Bitcoin ATM"	5233	"94°35'3.37\"W, 39°6'28.23\"N"
38.2432034	1418621542	-85.6743703	"default"	"web design POP, Ltd. Co."	5238	"85°40'27.73\"W, 38°14'35.53\"N"
45.5052405	1418693939	-122.783639	"default"	"National Marketing Associates, Inc."	5250	"122°47'1.1\"W, 45°30'18.87\"N"
27.7709634	1418693623	-82.6507213	"nightlife"	"Enigma"	5251	"82°39'2.6\"W, 27°46'15.47\"N"
27.8235464	1418694216	-82.8277015	"food"	"All Wrapped Up Wraps and Salads"	5252	"82°49'39.73\"W, 27°49'24.77\"N"
27.7864087	1418694527	-82.7839427	"food"	"Meyer's House of Sweets"	5253	"82°47'2.19\"W, 27°47'11.07\"N"
27.7866513	1418694742	-82.7836073	"default"	"Overhead Surf Shop"	5254	"82°47'0.99\"W, 27°47'11.94\"N"
27.7867569	1418695150	-82.783838	"shopping"	"Things Etc."	5255	"82°47'1.82\"W, 27°47'12.32\"N"
27.7867901	1418695276	-82.7839479	"shopping"	"Windworks"	5256	"82°47'2.21\"W, 27°47'12.44\"N"
27.7851469	1418695526	-82.7829233	"cafe"	"Addicted to the Bean"	5257	"82°46'58.52\"W, 27°47'6.53\"N"
27.742125	1418695829	-82.7503023	"shopping"	"Beach Hair Affair"	5258	"82°45'1.09\"W, 27°44'31.65\"N"
27.7135034	1418745327	-82.7369945	"food"	"Castile Restaurant"	5261	"82°44'13.18\"W, 27°42'48.61\"N"
27.9621559	1418746286	-82.5050934	"default"	"2001 Odyssey"	5262	"82°30'18.34\"W, 27°57'43.76\"N"
27.6970877	1418749310	-82.7354898	"food"	"Sea Critters Cafe"	5264	"82°44'7.76\"W, 27°41'49.52\"N"
42.9920206	1432826850	-71.4785967	"default"	"Ledgeview Commercial Partners"	5265	"71°28'42.95\"W, 42°59'31.27\"N"
35.2349029	1418771925	-80.8406219	"default"	"Deliverypath Wireless"	5267	"80°50'26.24\"W, 35°14'5.65\"N"
47.3071023	1418884062	-122.575309	"default"	"Chandler Media & Design"	5271	"122°34'31.11\"W, 47°18'25.57\"N"
32.8469852	1419011670	-96.770513	"default"	"Law Office of William Teitelbaum"	5279	"96°46'13.85\"W, 32°50'49.15\"N"
48.750294	1425690765	-122.4727778	"default"	"GeekStar"	5606	"122°28'22.0\"W, 48°45'1.06\"N"
27.7710393	1418692101	-82.6362964	"default"	"The Gallery"	5247	"82°38'10.67\"W, 27°46'15.74\"N"
33.5289122	1419439389	-86.7481487	"nightlife"	"Crestwood Tavern"	5303	"86°44'53.34\"W, 33°31'44.08\"N"
47.4932599	1419483216	-122.2938263	"default"	"Virpus Networks"	5304	"122°17'37.77\"W, 47°29'35.74\"N"
39.4957614	1419620211	-74.4605269	"default"	"Shell We"	5307	"74°27'37.9\"W, 39°29'44.74\"N"
39.4959595	1419620436	-74.4608158	"default"	"Jewelry Box Of Historic Smithville"	5308	"74°27'38.94\"W, 39°29'45.45\"N"
37.4866636	1419672706	-122.2224321	"default"	"It Is Vapor"	5310	"122°13'20.76\"W, 37°29'11.99\"N"
42.812355	1419819207	-86.0165584	"shopping"	"Zeeland Node"	5315	"86°0'59.61\"W, 42°48'44.48\"N"
41.0785787982924	1657539384	-85.1329332590103	"atm"	"Bitcoin ATM"	477591	"85°7'58.56\"W, 41°4'42.88\"N"
47.411052	1420226817	-120.2576375	"default"	"JP Portrait Studio"	5320	"120°15'27.5\"W, 47°24'39.79\"N"
42.7847266	1420213704	-88.4053201	"shopping"	"The Shave Shop"	5321	"88°24'19.15\"W, 42°47'5.02\"N"
41.9351715	1420266738	-87.6626255	"default"	"Tandang Garimot Martial Arts & Wellness"	5322	"87°39'45.45\"W, 41°56'6.62\"N"
45.4623367	1419321623	-122.6155555	"default"	"Maids by Trade"	5296	"122°36'56.0\"W, 45°27'44.41\"N"
37.352652	1420658170	-122.0052925	"default"	"Mac Coins"	5330	"122°0'19.05\"W, 37°21'9.55\"N"
37.352652	1420658170	-122.0052925	"default"	"Mac Coins"	5331	"122°0'19.05\"W, 37°21'9.55\"N"
37.3521318	1420662680	-121.9864517	"default"	"Peace Pipe Smoke Shop"	5335	"121°59'11.23\"W, 37°21'7.67\"N"
37.770476	1420663849	-122.4442427	"default"	"Sunshine Coast : Hookah Fusion Bar"	5336	"122°26'39.27\"W, 37°46'13.71\"N"
37.6865447	1420664787	-122.4592671	"default"	"Vape City"	5337	"122°27'33.36\"W, 37°41'11.56\"N"
37.7699022	1420665613	-122.4465718	"default"	"Skunk Funk"	5338	"122°26'47.66\"W, 37°46'11.65\"N"
37.7767801	1420665810	-122.4167513	"default"	"Runway Incubator (Snack Bar)"	5339	"122°25'0.3\"W, 37°46'36.41\"N"
37.8079709	1420668047	-122.4169755	"default"	"The Fine Art Gallery"	5340	"122°25'1.11\"W, 37°48'28.7\"N"
37.8081733	1420668198	-122.4151273	"default"	"Digital Photo & Video Center"	5341	"122°24'54.46\"W, 37°48'29.42\"N"
37.351971	1420677342	-121.9815776	"default"	"Cityrock Gift & Smoke Shop"	5343	"121°58'53.68\"W, 37°21'7.1\"N"
37.7946398	1420678295	-122.3952157	"default"	"Over The Moon Ice Cream & Frozen Yogurt"	5344	"122°23'42.78\"W, 37°47'40.7\"N"
37.7599694	1420738561	-122.4110603	"default"	"Insymmetry Wellness Spa"	5346	"122°24'39.82\"W, 37°45'35.89\"N"
37.7603071	1420738703	-122.410907	"default"	"San Francisco Auto Repair Center"	5347	"122°24'39.27\"W, 37°45'37.11\"N"
37.6999185	1420739031	-122.4824699	"default"	"Kick City"	5348	"122°28'56.89\"W, 37°41'59.71\"N"
37.5640139	1420740457	-122.3248094	"food"	"Amici’s East Coast Pizzeria"	5349	"122°19'29.31\"W, 37°33'50.45\"N"
37.7977037	1420741741	-122.4315476	"default"	"Artisans of San Francisco"	5350	"122°25'53.57\"W, 37°47'51.73\"N"
37.75503	1420742688	-122.4196802	"default"	"Voila La Familia"	5351	"122°25'10.85\"W, 37°45'18.11\"N"
37.7598286	1420743736	-122.3976272	"default"	"San Francisco Natural Medicine"	5353	"122°23'51.46\"W, 37°45'35.38\"N"
37.7809228	1420745277	-122.4028627	"default"	"Synergy Massage & Wellness"	5354	"122°24'10.31\"W, 37°46'51.32\"N"
37.5931282	1420749379	-122.5034127	"default"	"Linda Mar Florist"	5355	"122°30'12.29\"W, 37°35'35.26\"N"
37.7510891	1420750932	-122.4358146	"default"	"Cliché Noe Gifts + Home"	5356	"122°26'8.93\"W, 37°45'3.92\"N"
37.6099702	1420751221	-122.4945758	"nightlife"	"A Grape In the Fog"	5357	"122°29'40.47\"W, 37°36'35.89\"N"
37.7830087	1420752069	-122.4608919	"default"	"Woot Bear"	5358	"122°27'39.21\"W, 37°46'58.83\"N"
37.7698428	1420752646	-122.4472866	"default"	"Kidrobot"	5359	"122°26'50.23\"W, 37°46'11.43\"N"
37.5452627	1420753345	-122.3060646	"cafe"	"Andes Cafe"	5360	"122°18'21.83\"W, 37°32'42.95\"N"
37.6261652	1420753597	-122.4115337	"default"	"Paradise Hookah Lounge"	5361	"122°24'41.52\"W, 37°37'34.19\"N"
37.6227458	1420753968	-122.4114484	"default"	"Candy Talk"	5362	"122°24'41.21\"W, 37°37'21.88\"N"
37.5673263	1420754523	-122.31934	"food"	"Albayk"	5363	"122°19'9.62\"W, 37°34'2.37\"N"
37.764856	1420755094	-122.4249028	"default"	"Body Manipulation"	5364	"122°25'29.65\"W, 37°45'53.48\"N"
41.3996787	1420639549	-73.4388879	"shopping"	"Archie's Auto LLC"	5327	"73°26'20.0\"W, 41°23'58.84\"N"
37.7650546	1420755458	-122.4142626	"default"	"Ace Mailing"	5365	"122°24'51.35\"W, 37°45'54.2\"N"
39.81993345711655	1467153664	-84.02824938297272	"atm"	"Athena Bitcoin ATM"	8272	"84°1'41.7\"W, 39°49'11.76\"N"
37.776044	1420758652	-122.4233144	"default"	"Seasons Productions"	5370	"122°25'23.93\"W, 37°46'33.76\"N"
38.7303934	1420760099	-120.8052769	"default"	"Coloma Spring Suites"	5371	"120°48'19.0\"W, 38°43'49.42\"N"
37.765187	1420759736	-122.4199026	"default"	"Back and Body Care"	5372	"122°25'11.65\"W, 37°45'54.67\"N"
37.7746647	1420760287	-122.5099887	"food"	"Kawika’s Ocean Beach Deli"	5373	"122°30'35.96\"W, 37°46'28.79\"N"
33.489871424805116	1570753659	-111.89849853515625	"default"	"BootyR4R.com"	18475	"111°53'54.59\"W, 33°29'23.54\"N"
37.7543665	1420761569	-122.4129071	"default"	"Little Giant Lighting & Grip"	5374	"122°24'46.47\"W, 37°45'15.72\"N"
37.5788622	1420761314	-122.3463373	"default"	"California Realty Investment Co"	5376	"122°20'46.81\"W, 37°34'43.9\"N"
37.7416375	1420761740	-122.3890618	"default"	"Pet Camp"	5377	"122°23'20.62\"W, 37°44'29.9\"N"
37.7893954	1420763008	-122.4205787	"default"	"It Is Vapor"	5378	"122°25'14.08\"W, 37°47'21.82\"N"
37.451962	1420768455	-122.1852155	"food"	"Shiok Singapore Kitchen"	5379	"122°11'6.78\"W, 37°27'7.06\"N"
37.7040575	1420769164	-122.4629215	"default"	"Sound & Alarm"	5380	"122°27'46.52\"W, 37°42'14.61\"N"
37.5451623	1420841083	-122.3061659	"default"	"The Vape Area"	5385	"122°18'22.2\"W, 37°32'42.58\"N"
41.72186632713878	1657539570	-83.60443353652954	"atm"	"Bitcoin ATM"	477592	"83°36'15.96\"W, 41°43'18.72\"N"
37.567288	1420844776	-122.3193978	"food"	"Claudia’s Pastes & Empanadas"	5386	"122°19'9.83\"W, 37°34'2.24\"N"
37.5667551	1420844987	-122.3204029	"default"	"Jaybird Books"	5387	"122°19'13.45\"W, 37°34'0.32\"N"
37.7597849	1420845365	-122.419008	"default"	"Best Center Wholesale & Retail"	5388	"122°25'8.43\"W, 37°45'35.23\"N"
37.7577226	1420845810	-122.4094529	"nightlife"	"Asiento"	5389	"122°24'34.03\"W, 37°45'27.8\"N"
38.4427478	1420846740	-122.7159427	"default"	"Outerplanes"	5391	"122°42'57.39\"W, 38°26'33.89\"N"
38.4003552	1420847131	-122.8234304	"default"	"Sanders Field Farm"	5392	"122°49'24.35\"W, 38°24'1.28\"N"
37.7640864	1420847438	-122.4623597	"default"	"Wine Meats Cheese"	5393	"122°27'44.49\"W, 37°45'50.71\"N"
37.7795368	1420851083	-122.4027239	"default"	"Wood Thumb"	5396	"122°24'9.81\"W, 37°46'46.33\"N"
37.8001651	1420852571	-122.4073582	"default"	"Park and Pond"	5397	"122°24'26.49\"W, 37°48'0.59\"N"
37.8326622	1420852878	-122.2526766	"default"	"The Orange Kettlebell Club"	5398	"122°15'9.64\"W, 37°49'57.58\"N"
37.7937533	1420854847	-122.401105	"default"	"Diana Graue, Licensed Acupuncturist"	5399	"122°24'3.98\"W, 37°47'37.51\"N"
37.7857207	1421083804	-122.4128382	"default"	"Gazebo Smoke Shop"	5402	"122°24'46.22\"W, 37°47'8.59\"N"
37.553341	1421084201	-122.3157045	"default"	"The Spa Studio"	5404	"122°18'56.54\"W, 37°33'12.03\"N"
37.7637885	1420757377	-122.4751601	"shopping"	"SF Room Service"	5367	"122°28'30.58\"W, 37°45'49.64\"N"
37.7592758	1420757060	-122.4193031	"default"	"Siegel’s Clothing Superstore & Tuxedos"	5368	"122°25'9.49\"W, 37°45'33.39\"N"
37.7556925	1421086922	-122.4167919	"default"	"Urban Putt"	5408	"122°25'0.45\"W, 37°45'20.49\"N"
37.3841425	1421087221	-122.0969838	"default"	"Divine Align Massage & Yoga"	5409	"122°5'49.14\"W, 37°23'2.91\"N"
37.3364938	1421087548	-121.8902734	"default"	"Craze 4 Toys"	5410	"121°53'24.98\"W, 37°20'11.38\"N"
37.7254494	1421087858	-122.3945388	"default"	"Moyoni"	5411	"122°23'40.34\"W, 37°43'31.62\"N"
37.5433862	1421088485	-122.3076195	"food"	"The Spot on 25th"	5412	"122°18'27.43\"W, 37°32'36.19\"N"
37.7287755	1421089120	-122.403929	"default"	"Fast Repair"	5413	"122°24'14.14\"W, 37°43'43.59\"N"
37.7623843	1421089551	-122.414132	"default"	"Zore Law"	5415	"122°24'50.88\"W, 37°45'44.58\"N"
37.8056346	1421090247	-122.4126459	"default"	"Project Zen"	5416	"122°24'45.53\"W, 37°48'20.28\"N"
36.1590525	1421090543	-115.1527778	"default"	"HellPop! in the Arts Factory"	5417	"115°9'10.0\"W, 36°9'32.59\"N"
36.1590872	1421090804	-115.1526973	"default"	"HIPTAZMIC STUDIO"	5418	"115°9'9.71\"W, 36°9'32.71\"N"
42.2872272	1428008831	-71.1508554	"shopping"	"Adis Bike World"	5428	"71°9'3.08\"W, 42°17'14.02\"N"
37.6997465	1421085706	-122.4635793	"default"	"JMJ Medical Uniforms"	5407	"122°27'48.89\"W, 37°41'59.09\"N"
33.589112	1421541904	-112.1193873	"cafe"	"Ashleigh's Cafe"	5430	"112°7'9.79\"W, 33°35'20.8\"N"
42.3541358	1421804797	-83.3427707	"default"	"Young Living Essential Oils"	5438	"83°20'33.97\"W, 42°21'14.89\"N"
47.929324	1421907922	-122.2116844	"default"	"Shop Mothership"	5441	"122°12'42.06\"W, 47°55'45.57\"N"
47.9293704	1421908089	-122.211606	"shopping"	"Shop Mothership"	5442	"122°12'41.78\"W, 47°55'45.73\"N"
37.7049993	1421085473	-122.4617823	"default"	"DC Smoke Shop"	5406	"122°27'42.42\"W, 37°42'18.0\"N"
39.1330063538399	1467154135	-84.49689030647278	"atm"	"Athena Bitcoin ATM"	8273	"84°29'48.81\"W, 39°7'58.82\"N"
36.0986178	1422329559	-115.2073005	"default"	"Drones Plus"	5452	"115°12'26.28\"W, 36°5'55.02\"N"
36.0063049	1422330993	-115.111034	"default"	"Lawyers Plus"	5453	"115°6'39.72\"W, 36°0'22.7\"N"
36.0146064	1422329925	-115.1534907	"default"	"Marvelless Mark Kamp"	5454	"115°9'12.57\"W, 36°0'52.58\"N"
36.0970628	1422330294	-115.1818843	"shopping"	"J.P. Auto Mechanic"	5455	"115°10'54.78\"W, 36°5'49.43\"N"
36.130284	1422330715	-115.1832876	"default"	"Real Water"	5456	"115°10'59.84\"W, 36°7'49.02\"N"
36.0581403	1422331570	-115.2437522	"shopping"	"Tzigane Hair Studio"	5457	"115°14'37.51\"W, 36°3'29.31\"N"
36.0843655	1422332083	-115.25843	"default"	"Unity Travel"	5458	"115°15'30.35\"W, 36°5'3.72\"N"
36.1467379	1422332629	-115.3009841	"default"	"Rocket Fizz Soda Pop and Candy Shop"	5459	"115°18'3.54\"W, 36°8'48.26\"N"
36.2678687	1422332876	-115.0090053	"default"	"Dream Racing"	5460	"115°0'32.42\"W, 36°16'4.33\"N"
36.8149049	1422416983	-76.2073549	"default"	"Tax Headquarters LLC"	5468	"76°12'26.48\"W, 36°48'53.66\"N"
45.2181616	1422429579	-122.5887792	"default"	"PNW Skydiving"	5469	"122°35'19.61\"W, 45°13'5.38\"N"
40.2451867	1422567688	-80.1994372	"shopping"	"PennaCoin"	5473	"80°11'57.97\"W, 40°14'42.67\"N"
37.1529793	1431379497	-122.1336207	"cafe"	"Goble Coffee Roasting"	5476	"122°8'1.03\"W, 37°9'10.73\"N"
39.5686517	1422076698	-105.1128558	"default"	"Rutledge Psychiatry"	5447	"105°6'46.28\"W, 39°34'7.15\"N"
35.9799959	1422329324	-115.1415719	"default"	"Monarch Sky Flight School & Flying Club"	5451	"115°8'29.66\"W, 35°58'47.99\"N"
42.8037698	1422969770	-73.9024297	"atm"	"PYC Bitcoin ATM"	5494	"73°54'8.75\"W, 42°48'13.57\"N"
41.7489382	1423002984	-77.2998114	"cafe"	"Cafe 1905"	5505	"77°17'59.32\"W, 41°44'56.18\"N"
33.5974301	1423116363	-112.0351874	"food"	"Classic Crust Pizza"	5507	"112°2'6.67\"W, 33°35'50.75\"N"
37.7584011	1423206773	-122.4188724	"default"	"Nakamoto's"	5510	"122°25'7.94\"W, 37°45'30.24\"N"
37.3022031	1423362722	-89.5490518	"shopping"	"Computer 21, LLC"	5513	"89°32'56.59\"W, 37°18'7.93\"N"
41.8764038	1423620964	-87.6333441	"atm"	"Red Leaf Chicago 2-way Bitcoin ATM"	5518	"87°38'0.04\"W, 41°52'35.05\"N"
38.745967	1423629450	-90.104008	"shopping"	"Cooper Autoworks"	5519	"90°6'14.43\"W, 38°44'45.48\"N"
38.4537792	1423629728	-90.523897	"default"	"2-Rick's Hardwood Floors"	5520	"90°31'26.03\"W, 38°27'13.61\"N"
43.0768361	1423632851	-73.8032718	"atm"	"PYC Bitcoin ATM"	5521	"73°48'11.78\"W, 43°4'36.61\"N"
39.915002988576184	1472093422	-104.96163010597229	"cafe"	"Cinna Box"	8460	"104°57'41.87\"W, 39°54'54.01\"N"
37.7880606	1424369705	-122.4010128	"default"	"SC Sports Therapy"	5561	"122°24'3.65\"W, 37°47'17.02\"N"
44.6771564	1423841324	-69.9194907	"default"	"The Wood Mill of Maine"	5533	"69°55'10.17\"W, 44°40'37.76\"N"
28.4911401	1424476464	-81.2858918	"default"	"Orlando Meats"	5564	"81°17'9.21\"W, 28°29'28.1\"N"
33.9198929	1425412096	-84.3522835	"default"	"Gino's Classic Barber Shoppe"	5597	"84°21'8.22\"W, 33°55'11.61\"N"
48.7215719	1425690765	-122.5128519	"default"	"Balloun Law Professional Corporation"	5603	"122°30'46.27\"W, 48°43'17.66\"N"
48.7393169	1425690765	-122.4686475	"default"	"Limitless Law PLLC"	5604	"122°28'7.13\"W, 48°44'21.54\"N"
35.0960357	1424952324	-80.677628	"food"	"Steak 'n Hoagie Shop"	5585	"80°40'39.46\"W, 35°5'45.73\"N"
29.9413031	1426401585	-95.2721419	"default"	"www.StakeCo.in"	5641	"95°16'19.71\"W, 29°56'28.69\"N"
42.9999226	1426604706	-85.65225	"shopping"	"MPX Glass"	5661	"85°39'8.1\"W, 42°59'59.72\"N"
40.5136905	1426700117	-106.8185873	"default"	"Mr Technical IT Consulting"	5678	"106°49'6.91\"W, 40°30'49.29\"N"
37.7903704	1426715694	-122.4207504	"shopping"	"MANEFRAME Hairdooz"	5679	"122°25'14.7\"W, 37°47'25.33\"N"
25.7759632	1426732442	-80.1931007	"default"	"SwitchMIA Miami Colocation"	5680	"80°11'35.16\"W, 25°46'33.47\"N"
25.775908	1426732717	-80.1929695	"default"	"NocRoom Miami IT Services"	5681	"80°11'34.69\"W, 25°46'33.27\"N"
25.7757896	1426732967	-80.1930848	"default"	"SoBIT Bitcoin Soical Network"	5682	"80°11'35.11\"W, 25°46'32.84\"N"
25.6271665	1426733143	-80.4152487	"default"	"NocRoom Miami IT Services"	5683	"80°24'54.9\"W, 25°37'37.8\"N"
25.7924764	1426733332	-80.1341435	"default"	"NocRoom Miami IT Services"	5684	"80°8'2.92\"W, 25°47'32.92\"N"
25.7915453	1426733250	-80.3177484	"default"	"NocRoom Miami IT Services"	5685	"80°19'3.89\"W, 25°47'29.56\"N"
25.6465617	1426733470	-80.4234346	"default"	"NocRoom Miami IT Services"	5686	"80°25'24.36\"W, 25°38'47.62\"N"
26.1888153	1426733880	-80.178944	"default"	"NocRoom Miami IT Services"	5687	"80°10'44.2\"W, 26°11'19.74\"N"
38.2334703	1426747687	-122.637047	"default"	"Acorn Chiropractic Club"	5689	"122°38'13.37\"W, 38°14'0.49\"N"
25.7974819	1426777734	-80.2302126	"default"	"NocRoom IT Services Miami"	5694	"80°13'48.77\"W, 25°47'50.93\"N"
25.7975112	1426777779	-80.2300297	"default"	"SwitchMIA Miami Colocation VPS"	5695	"80°13'48.11\"W, 25°47'51.04\"N"
37.4717745	1426778180	-121.9200808	"default"	"SwitchMIA (peering point)"	5696	"121°55'12.29\"W, 37°28'18.39\"N"
38.2261006	1426967584	-85.7302547	"food"	"Double Dragon Chinese Restaurant"	5701	"85°43'48.92\"W, 38°13'33.96\"N"
37.7157386	1427238012	-122.066623	"shopping"	"Hayward Cycle Salvage"	5707	"122°3'59.84\"W, 37°42'56.66\"N"
28.4947597	1427404876	-81.3739854	"atm"	"Computer Tech Solutions"	5712	"81°22'26.35\"W, 28°29'41.13\"N"
35.4429858	1427468916	-80.8640806	"food"	"Waterbean Coffee"	5714	"80°51'50.69\"W, 35°26'34.75\"N"
44.8434321	1427739467	-93.6926098	"default"	"FurryCandy LLC"	5721	"93°41'33.4\"W, 44°50'36.36\"N"
25.9462019	1426777605	-80.1421336	"default"	"NocRoom IT Services Miami"	5693	"80°8'31.68\"W, 25°56'46.33\"N"
39.9868523	1427788163	-82.9080986	"default"	"Actual Brewing Co"	5722	"82°54'29.15\"W, 39°59'12.67\"N"
45.4073972	1427821410	-122.7964783	"shopping"	"Joseph B Young DMD PC"	5724	"122°47'47.32\"W, 45°24'26.63\"N"
40.7066111	1427823388	-73.5314377	"default"	"East Meadow Car Wash Detailing & Window Tinting"	5726	"73°31'53.18\"W, 40°42'23.8\"N"
42.6596632	1427828931	-83.1256586	"default"	"Liquids Vapor Shoppe"	5729	"83°7'32.37\"W, 42°39'34.79\"N"
48.7887431	1428202343	-122.5142772	"food"	"Black Pearl Asian Bistro"	5741	"122°30'51.4\"W, 48°47'19.48\"N"
32.8250249	1428349289	-117.0951633	"shopping"	"sandiweb"	5745	"117°5'42.59\"W, 32°49'30.09\"N"
38.2631602	1428386510	-85.6073665	"default"	"Louisville Pawn Depot"	5746	"85°36'26.52\"W, 38°15'47.38\"N"
39.9181408	1428504182	-75.0750403	"food"	"Oasis Mexican Grill"	5748	"75°4'30.15\"W, 39°55'5.31\"N"
25.7757397	1428606791	-80.192966	"default"	"Bitcoin VPS Hosting"	5751	"80°11'34.68\"W, 25°46'32.66\"N"
42.2927701	1428615006	-71.0504117	"default"	"APC Integrated / A Plus Computer Services"	5753	"71°3'1.48\"W, 42°17'33.97\"N"
39.7485699	1428702177	-104.9993451	"food"	"Supper Bell"	5757	"104°59'57.64\"W, 39°44'54.85\"N"
38.5287929	1428974042	-121.4724458	"atm"	"Bitcoin ATM"	5765	"121°28'20.8\"W, 38°31'43.65\"N"
42.2698948	1427981133	-71.0675595	"shopping"	"Adi's Bike World"	5735	"71°4'3.21\"W, 42°16'11.62\"N"
34.1253659	1429309683	-118.2653153	"default"	"Bruce Q's Barbershop and Salon"	5767	"118°15'55.14\"W, 34°7'31.32\"N"
41.0380108	1429378895	-73.7020693	"default"	"Purchase Country Market"	5768	"73°42'7.45\"W, 41°2'16.84\"N"
36.0728732	1429638947	-87.382958	"default"	"Spots Pots Pottery"	5771	"87°22'58.65\"W, 36°4'22.34\"N"
48.7488281	1428201013	-122.48029	"food"	"HotPoint & Tea Express"	5740	"122°28'49.04\"W, 48°44'55.78\"N"
30.5013297	1429807077	-87.2591648	"default"	"Bird Eye Productions"	5782	"87°15'32.99\"W, 30°30'4.79\"N"
40.6877051	1429857789	-73.9695136	"default"	"Brooklyn Fleam"	5784	"73°58'10.25\"W, 40°41'15.74\"N"
25.8931971	1430319911	-80.1251651	"shopping"	"Gray&Sons"	5801	"80°7'30.59\"W, 25°53'35.51\"N"
30.2394202	1429775638	-97.8393064	"default"	"The Print Shoppe"	5780	"97°50'21.5\"W, 30°14'21.91\"N"
36.634129	1431095257	-81.7846326	"transport"	"The Bike Station"	5829	"81°47'4.68\"W, 36°38'2.86\"N"
33.651836	1431236027	-112.2939312	"shopping"	"Carpet Repair"	5833	"112°17'38.15\"W, 33°39'6.61\"N"
37.7830087	1431415641	-122.4608919	"shopping"	"Amazing Flowers and Events"	5837	"122°27'39.21\"W, 37°46'58.83\"N"
33.6271683	1430974537	-112.2649206	"shopping"	"Carpet Repair"	5825	"112°15'53.71\"W, 33°37'37.81\"N"
33.604525	1431556755	-112.2056543	"shopping"	"Carpet Repair-Jerry Boerwinkle"	5841	"112°12'20.36\"W, 33°36'16.29\"N"
48.106726	1432830967	-122.7777586	"food"	"Marina Cafe"	5882	"122°46'39.93\"W, 48°6'24.21\"N"
34.1396277	1433014417	-118.3786666	"default"	"$300 Data Recovery"	5890	"118°22'43.2\"W, 34°8'22.66\"N"
25.710836919640595	1570753675	-80.35400390625	"default"	"BootyR4R.com"	18476	"80°21'14.41\"W, 25°42'39.01\"N"
42.0369841	1433226435	-88.1656677	"default"	"BitLendingClub"	5894	"88°9'56.4\"W, 42°2'13.14\"N"
42.6254766	1433319978	-83.0304674	"shopping"	"Liquids Vapor Shoppe"	5898	"83°1'49.68\"W, 42°37'31.72\"N"
37.1710043	1432824428	-94.841604	"shopping"	"Liberty Gun Sales"	5880	"94°50'29.77\"W, 37°10'15.62\"N"
39.98697698815031	1467209797	-75.15613496303558	"atm"	"Athena Bitcoin ATM"	8277	"75°9'22.09\"W, 39°59'13.12\"N"
42.3569728	1404694897	-71.132552	"shopping"	"Vivant Vintage"	5915	"71°7'57.19\"W, 42°21'25.1\"N"
34.0024261	1402765588	-84.0841295	"default"	"US Plastics Recovery"	5921	"84°5'2.87\"W, 34°0'8.73\"N"
40.4317501	1391631214	-86.9081894	"default"	"West Oak Street"	5911	"86°54'29.48\"W, 40°25'54.3\"N"
33.4059202	1386164314	-84.514699	"default"	"Wee Three Trees Christmas Tree Farm"	5922	"84°30'52.92\"W, 33°24'21.31\"N"
36.9750305	1405571967	-122.0257177	"default"	"Lulu's at the Octagon"	5923	"122°1'32.58\"W, 36°58'30.11\"N"
37.7824557	1369308897	-122.4717026	"attraction"	"Internet Archive"	5924	"122°28'18.13\"W, 37°46'56.84\"N"
40.8505287	1390578348	-111.9123274	"default"	"A Broke Windshield"	5927	"111°54'44.38\"W, 40°51'1.9\"N"
40.1957088	1400955871	-74.0213878	"shopping"	"All Shore Printing"	5928	"74°1'17.0\"W, 40°11'44.55\"N"
39.1248368	1395347022	-94.8268318	"food"	"Chiusano's Brick Oven Pizzeria"	5931	"94°49'36.59\"W, 39°7'29.41\"N"
